年度,選手名,年齢,ポジション,チーム,年俸,年俸_円
2023,太田　賢吾,26,内野手,ヤクルト,1600万円,16000000
2023,中村　健人,25,外野手,広島,1600万円,16000000
2023,菊地　吏玖,22,投手,ロッテ,1600万円,16000000
2023,鈴木　昭汰,24,投手,ロッテ,1600万円,16000000
2023,漆原　大晟,26,投手,オリックス,1550万円,15500000
2023,及川　雅貴,21,投手,阪神,1500万円,15000000
2023,柿沼　友哉,29,捕手,ロッテ,1500万円,15000000
2023,石川　昂弥,21,内野手,中日,1500万円,15000000
2023,溝脇　隼人,28,内野手,中日,1500万円,15000000
2023,鵜飼　航丞,23,外野手,中日,1500万円,15000000
2023,王　柏融,29,外野手,日本ハム,1500万円,15000000
2023,湯浅　大,23,内野手,巨人,1500万円,15000000
2023,古賀　悠斗,23,捕手,西武,1500万円,15000000
2023,平沼　翔太,25,内野手,西武,1500万円,15000000
2023,鈴木　将平,24,外野手,西武,1500万円,15000000
2023,田中　豊樹,29,投手,巨人,1500万円,15000000
2023,星　知弥,28,投手,ヤクルト,1500万円,15000000
2023,野口　智哉,23,内野手,オリックス,1500万円,15000000
2023,古賀　優大,24,捕手,ヤクルト,1500万円,15000000
2023,丸山　和郁,23,外野手,ヤクルト,1500万円,15000000
2023,中村　稔弥,26,投手,ロッテ,1500万円,15000000
2023,矢澤　宏太,22,投手,日本ハム,1500万円,15000000
2023,河村　説人,25,投手,ロッテ,1500万円,15000000
2023,森　博人,24,投手,中日,1450万円,14500000
2023,渡邊　佳明,26,内野手,楽天,1450万円,14500000
2023,岸　潤一郎,26,外野手,西武,1450万円,14500000
2023,平沢　大河,25,内野手,ロッテ,1400万円,14000000
2023,小幡　竜平,22,内野手,阪神,1400万円,14000000
2023,ブライト　健太,23,外野手,中日,1400万円,14000000
2023,石橋　良太,31,投手,楽天,1400万円,14000000
2023,川越　誠司,29,外野手,西武,1400万円,14000000
2023,森　翔平,25,投手,広島,1400万円,14000000
2023,山下　輝,23,投手,ヤクルト,1400万円,14000000
2023,黒原　拓未,23,投手,広島,1400万円,14000000
2023,佐藤　直樹,24,外野手,ソフトバンク,1400万円,14000000
2023,羽月　隆太郎,22,内野手,広島,1400万円,14000000
2023,坂本　光士郎,28,投手,ロッテ,1400万円,14000000
2023,鈴木　博志,26,投手,中日,1350万円,13500000
2023,山本　拓実,23,投手,中日,1350万円,13500000
2023,龍空（土田　龍空）,20,内野手,中日,1350万円,13500000
2023,小川　一平,25,投手,阪神,1300万円,13000000
2023,根本　悠楓,20,投手,日本ハム,1300万円,13000000
2023,古川　侑利,27,投手,ソフトバンク,1300万円,13000000
2023,谷川原　健太,25,捕手,ソフトバンク,1300万円,13000000
2023,海野　隆司,25,捕手,ソフトバンク,1300万円,13000000
2023,大道　温貴,24,投手,広島,1300万円,13000000
2023,正木　智也,23,外野手,ソフトバンク,1300万円,13000000
2023,玉村　昇悟,21,投手,広島,1300万円,13000000
2023,久保　拓眞,26,投手,ヤクルト,1300万円,13000000
2023,大下　佑馬,30,投手,ヤクルト,1300万円,13000000
2023,曽根　海成,27,内野手,広島,1300万円,13000000
2023,元山　飛優,24,内野手,ヤクルト,1300万円,13000000
2023,末包　昇大,26,外野手,広島,1300万円,13000000
2023,大盛　穂,26,外野手,広島,1300万円,13000000
2023,濱田　太貴,22,外野手,ヤクルト,1300万円,13000000
2023,八木　彬,25,投手,ロッテ,1300万円,13000000
2023,本前　郁也,25,投手,ロッテ,1300万円,13000000
2023,中山　礼都,20,内野手,巨人,1260万円,12600000
2023,石井　大智,25,投手,阪神,1250万円,12500000
2023,若林　楽人,24,外野手,西武,1220万円,12200000
2023,田中　正義,28,投手,日本ハム,1200万円,12000000
2023,池田　来翔,23,内野手,ロッテ,1200万円,12000000
2023,福田　俊,26,投手,日本ハム,1200万円,12000000
2023,小川　龍成,24,内野手,ロッテ,1200万円,12000000
2023,村松　開人,22,内野手,中日,1200万円,12000000
2023,齋藤　綱記,26,投手,日本ハム,1200万円,12000000
2023,古川　裕大,24,捕手,日本ハム,1200万円,12000000
2023,山田　遥楓,26,内野手,日本ハム,1200万円,12000000
2023,小孫　竜二,25,投手,楽天,1200万円,12000000
2023,江越　大賀,30,外野手,日本ハム,1200万円,12000000
2023,徳山　壮磨,23,投手,DeNA,1200万円,12000000
2023,小園　健太,19,投手,DeNA,1200万円,12000000
2023,吉野　光樹,24,投手,DeNA,1200万円,12000000
2023,張　奕,29,投手,西武,1200万円,12000000
2023,萩尾　匡也,22,外野手,巨人,1200万円,12000000
2023,渡部　健人,24,内野手,西武,1200万円,12000000
2023,浅野　翔吾,18,外野手,巨人,1200万円,12000000
2023,大津　亮介,24,投手,ソフトバンク,1200万円,12000000
2023,渡邉　大樹,25,外野手,オリックス,1200万円,12000000
2023,奥村　展征,27,内野手,ヤクルト,1200万円,12000000
2023,三好　匠,29,内野手,広島,1200万円,12000000
2023,林　晃汰,22,内野手,広島,1200万円,12000000
2023,宇草　孔基,25,外野手,広島,1200万円,12000000
2023,森木　大智,19,投手,阪神,1200万円,12000000
2023,高野　脩汰,24,投手,ロッテ,1150万円,11500000
2023,鈴木　勇斗,23,投手,阪神,1100万円,11000000
2023,金村　尚真,22,投手,日本ハム,1100万円,11000000
2023,桐敷　拓馬,23,投手,阪神,1100万円,11000000
2023,茶谷　健太,25,内野手,ロッテ,1100万円,11000000
2023,山田　龍聖,22,投手,巨人,1100万円,11000000
2023,安田　悠馬,23,捕手,楽天,1100万円,11000000
2023,松尾　汐恩,18,捕手,DeNA,1100万円,11000000
2023,香月　一也,26,内野手,巨人,1100万円,11000000
2023,佐藤　龍世,26,内野手,西武,1100万円,11000000
2023,益田　武尚,24,投手,広島,1100万円,11000000
2023,吉田　大喜,25,投手,ヤクルト,1100万円,11000000
2023,柴田　大地,25,投手,ヤクルト,1100万円,11000000
2023,小澤　怜史,25,投手,ヤクルト,1100万円,11000000
2023,中村　祐太,27,投手,広島,1100万円,11000000
2023,矢野　雅哉,24,内野手,広島,1100万円,11000000
2023,橋本　侑樹,25,投手,中日,1100万円,11000000
2023,風間　球打,19,投手,ソフトバンク,1080万円,10800000
2023,山野辺　翔,28,内野手,西武,1070万円,10700000
2023,髙松　渡,23,内野手,中日,1060万円,10600000
2023,江村　直也,30,捕手,ロッテ,1050万円,10500000
2023,五十幡　亮汰,24,外野手,日本ハム,1050万円,10500000
2023,藤井　聖,26,投手,楽天,1050万円,10500000
2023,鈴木　翔天,26,投手,楽天,1050万円,10500000
2023,横尾　俊建,29,内野手,楽天,1050万円,10500000
2023,櫻井　周斗,23,投手,DeNA,1040万円,10400000
2023,山本　祐大,24,捕手,DeNA,1030万円,10300000
2023,達　孝太,19,投手,日本ハム,1000万円,10000000
2023,友杉　篤輝,22,内野手,ロッテ,1000万円,10000000
2023,長坂　拳弥,28,捕手,阪神,1000万円,10000000
2023,石垣　雅海,24,内野手,中日,1000万円,10000000
2023,板山　祐太郎,29,外野手,阪神,1000万円,10000000
2023,高田　孝一,24,投手,楽天,1000万円,10000000
2023,Ｐ．レビーラ,24,内野手,中日,1000万円,10000000
2023,渡辺　翔太,22,投手,楽天,1000万円,10000000
2023,弓削　隼人,28,投手,楽天,1000万円,10000000
2023,Ｇ．ガルシア,22,外野手,中日,1000万円,10000000
2023,藤平　尚真,24,投手,楽天,1000万円,10000000
2023,田中　千晴,22,投手,巨人,1000万円,10000000
2023,宮森　智志,24,投手,楽天,1000万円,10000000
2023,浜屋　将太,24,投手,西武,1000万円,10000000
2023,青山　美夏人,22,投手,西武,1000万円,10000000
2023,田村　伊知郎,28,投手,西武,1000万円,10000000
2023,村林　一輝,25,内野手,楽天,1000万円,10000000
2023,児玉　亮涼,24,内野手,西武,1000万円,10000000
2023,Ｅ．ルシアーノ,23,投手,巨人,1000万円,10000000
2023,三上　朋也,33,投手,巨人,1000万円,10000000
2023,Ｆ．アルバレス,24,投手,中日,1000万円,10000000
2023,小木田　敦也,24,投手,オリックス,1000万円,10000000
2023,リチャード（砂川　リチャード）,23,内野手,ソフトバンク,1000万円,10000000
2023,高橋　昂也,24,投手,広島,1000万円,10000000
2023,アドゥワ　誠,24,投手,広島,1000万円,10000000
2023,生海（甲斐　生海）,22,外野手,ソフトバンク,1000万円,10000000
2023,金久保　優斗,23,投手,ヤクルト,1000万円,10000000
2023,石原　貴規,25,捕手,広島,1000万円,10000000
2023,松本　直樹,29,捕手,ヤクルト,1000万円,10000000
2023,Ｌ．ロドリゲス,21,投手,ソフトバンク,1000万円,10000000
2023,Ｊ．オスーナ,16,外野手,ソフトバンク,1000万円,10000000
2023,細川　成也,24,外野手,中日,990万円,9900000
2023,Ｅ．ウレーニャ,23,内野手,楽天,990万円,9900000
2023,郡司　裕也,25,捕手,中日,975万円,9750000
2023,田浦　文丸,23,投手,ソフトバンク,960万円,9600000
2023,石橋　康太,22,捕手,中日,950万円,9500000
2023,津留﨑　大成,25,投手,楽天,950万円,9500000
2023,オコエ　瑠偉,25,外野手,巨人,950万円,9500000
2023,福永　奨,23,捕手,オリックス,950万円,9500000
2023,野村　大樹,22,内野手,ソフトバンク,950万円,9500000
2023,山本　大貴,27,投手,ヤクルト,950万円,9500000
2023,梅津　晃大,26,投手,中日,950万円,9500000
2023,宮國　椋丞,30,投手,DeNA,940万円,9400000
2023,平良　竜哉,24,内野手,楽天,920万円,9200000
2023,吉野　創士,19,外野手,楽天,920万円,9200000
2023,直江　大輔,22,投手,巨人,910万円,9100000
2023,林　琢真,22,内野手,DeNA,910万円,9100000
2023,知野　直人,24,内野手,DeNA,910万円,9100000
2023,石森　大誠,25,投手,中日,900万円,9000000
2023,佐藤　奨真,24,投手,ロッテ,900万円,9000000
2023,三好　大倫,25,外野手,中日,900万円,9000000
2023,水野　達稀,22,内野手,日本ハム,900万円,9000000
2023,阪口　皓亮,23,投手,DeNA,900万円,9000000
2023,西垣　雅矢,23,投手,楽天,900万円,9000000
2023,笠原　祥太郎,28,投手,DeNA,900万円,9000000
2023,岡田　悠希,23,外野手,巨人,900万円,9000000
2023,宜保　翔,22,内野手,オリックス,900万円,9000000
2023,渡部　遼人,23,外野手,オリックス,900万円,9000000
2023,杉澤　龍,22,外野手,オリックス,900万円,9000000
2023,奥村　政稔,30,投手,ソフトバンク,900万円,9000000
2023,並木　秀尊,24,外野手,ヤクルト,900万円,9000000
2023,近藤　弘樹,27,投手,ヤクルト,900万円,9000000
2023,生田目　翼,28,投手,日本ハム,900万円,9000000
2023,郡　拓也,24,捕手,日本ハム,880万円,8800000
2023,三浦　銀二,23,投手,DeNA,870万円,8700000
2023,武藤　敦貴,21,外野手,楽天,860万円,8600000
2023,増田　珠,23,内野手,ソフトバンク,860万円,8600000
2023,井上　朋也,20,内野手,ソフトバンク,860万円,8600000
2023,岡野　祐一郎,28,投手,中日,850万円,8500000
2023,宮内　春輝,26,投手,日本ハム,850万円,8500000
2023,土肥　星也,27,投手,ロッテ,850万円,8500000
2023,渡邉　勇太朗,22,投手,西武,850万円,8500000
2023,伊藤　裕季也,26,内野手,楽天,850万円,8500000
2023,小郷　裕哉,26,外野手,楽天,850万円,8500000
2023,西川　愛也,23,外野手,西武,850万円,8500000
2023,渡邉　陸,22,捕手,ソフトバンク,850万円,8500000
2023,松本　友,28,内野手,ヤクルト,850万円,8500000
2023,澤井　廉,22,外野手,ヤクルト,850万円,8500000
2023,門脇　誠,22,内野手,巨人,840万円,8400000
2023,田中　貴也,30,捕手,楽天,830万円,8300000
2023,小野寺　暖,25,外野手,阪神,820万円,8200000
2023,伊藤　茉央,22,投手,楽天,820万円,8200000
2023,上田　洸太朗,20,投手,中日,810万円,8100000
2023,大下　誠一郎,25,内野手,ロッテ,800万円,8000000
2023,福田　光輝,25,内野手,ロッテ,800万円,8000000
2023,榮枝　裕貴,24,捕手,阪神,800万円,8000000
2023,豊田　寛,25,外野手,阪神,800万円,8000000
2023,林　優樹,21,投手,楽天,800万円,8000000
2023,船迫　大雅,26,投手,巨人,800万円,8000000
2023,大曲　錬,24,投手,西武,800万円,8000000
2023,太田　龍,24,投手,巨人,800万円,8000000
2023,伊藤　優輔,26,投手,巨人,800万円,8000000
2023,尾形　崇斗,23,投手,ソフトバンク,800万円,8000000
2023,松本　晴,22,投手,ソフトバンク,800万円,8000000
2023,吉田　賢吾,22,捕手,ソフトバンク,800万円,8000000
2023,東　晃平,23,投手,オリックス,800万円,8000000
2023,イヒネ　イツア,18,内野手,ソフトバンク,800万円,8000000
2023,長谷部　銀次,24,投手,広島,800万円,8000000
2023,斉藤　優汰,18,投手,広島,800万円,8000000
2023,藤井　黎來,23,投手,広島,800万円,8000000
2023,来田　涼斗,20,外野手,オリックス,800万円,8000000
2023,長谷川　宙輝,24,投手,ヤクルト,800万円,8000000
2023,中村　奨成,23,捕手,広島,800万円,8000000
2023,谷岡　竜平,27,投手,巨人,785万円,7850000
2023,橋本　達弥,22,投手,DeNA,780万円,7800000
2023,黒川　史陽,21,内野手,楽天,780万円,7800000
2023,北浦　竜次,23,投手,日本ハム,770万円,7700000
2023,梅林　優貴,25,捕手,日本ハム,770万円,7700000
2023,奈良間　大己,22,内野手,日本ハム,770万円,7700000
2023,中川　虎大,23,投手,DeNA,760万円,7600000
2023,村上　頌樹,24,投手,阪神,750万円,7500000
2023,富田　蓮,21,投手,阪神,750万円,7500000
2023,内間　拓馬,24,投手,楽天,750万円,7500000
2023,池谷　蒼大,23,投手,DeNA,750万円,7500000
2023,川野　涼多,21,内野手,西武,750万円,7500000
2023,滝澤　夏央,19,内野手,西武,750万円,7500000
2023,古川　雄大,18,外野手,西武,750万円,7500000
2023,高木　渉,23,外野手,西武,750万円,7500000
2023,横山　楓,25,投手,オリックス,750万円,7500000
2023,市川　悠太,22,投手,ヤクルト,750万円,7500000
2023,北村　恵吾,22,内野手,ヤクルト,750万円,7500000
2023,山野　太一,24,投手,ヤクルト,750万円,7500000
2023,牧野　翔矢,22,捕手,西武,740万円,7400000
2023,堀内　謙伍,25,捕手,楽天,730万円,7300000
2023,戸田　懐生,22,投手,巨人,730万円,7300000
2023,門別　啓人,18,投手,阪神,720万円,7200000
2023,岡留　英貴,23,投手,阪神,720万円,7200000
2023,田中　幹也,22,内野手,中日,720万円,7200000
2023,濱　将乃介,22,内野手,中日,720万円,7200000
2023,福永　裕基,26,内野手,中日,720万円,7200000
2023,福元　悠真,23,外野手,中日,720万円,7200000
2023,伊藤　康祐,23,外野手,中日,720万円,7200000
2023,井上　広大,21,外野手,阪神,720万円,7200000
2023,小沼　健太,24,投手,ロッテ,720万円,7200000
2023,中森　俊介,20,投手,ロッテ,720万円,7200000
2023,長谷川　威展,23,投手,日本ハム,710万円,7100000
2023,田中　瑛斗,23,投手,日本ハム,700万円,7000000
2023,松井　友飛,23,投手,楽天,700万円,7000000
2023,吉川　雄大,26,投手,楽天,700万円,7000000
2023,菊地　大稀,23,投手,巨人,700万円,7000000
2023,山田　陽翔,18,投手,西武,700万円,7000000
2023,正隨　優弥,26,外野手,楽天,700万円,7000000
2023,山村　崇嘉,20,内野手,西武,700万円,7000000
2023,ブランドン（タイシンガー　ブランドン　大河）,24,内野手,西武,700万円,7000000
2023,中山　誠吾,23,内野手,西武,700万円,7000000
2023,山下　舜平大,20,投手,オリックス,700万円,7000000
2023,石岡　諒太,30,内野手,オリックス,700万円,7000000
2023,河野　佳,21,投手,広島,700万円,7000000
2023,元　謙太,20,外野手,オリックス,700万円,7000000
2023,武岡　龍世,21,内野手,ヤクルト,700万円,7000000
2023,渡邊　佑樹,27,投手,ソフトバンク,700万円,7000000
2023,和田　恋,27,外野手,楽天,690万円,6900000
2023,梶原　昂希,23,外野手,DeNA,690万円,6900000
2023,杉山　晃基,25,投手,ヤクルト,680万円,6800000
2023,横山　陸人,21,投手,ロッテ,670万円,6700000
2023,長谷川　信哉,20,内野手,西武,670万円,6700000
