年度,選手名,年齢,ポジション,チーム,年俸,年俸_円
2024,中村　健人,26,外野手,広島,1300万円,13000000
2024,鍬原　拓也,28,投手,ソフトバンク,1300万円,13000000
2024,佐藤　直樹,25,外野手,ソフトバンク,1300万円,13000000
2024,石橋　康太,23,捕手,中日,1250万円,12500000
2024,上田　大河,22,投手,西武,1250万円,12500000
2024,鈴木　博志,27,投手,オリックス,1250万円,12500000
2024,浅野　翔吾,19,外野手,巨人,1230万円,12300000
2024,若林　楽人,25,外野手,西武,1220万円,12200000
2024,本前　郁也,26,投手,ロッテ,1200万円,12000000
2024,金村　尚真,23,投手,日本ハム,1200万円,12000000
2024,長坂　拳弥,29,捕手,阪神,1200万円,12000000
2024,津田　啓史,21,内野手,中日,1200万円,12000000
2024,小川　龍成,25,内野手,ロッテ,1200万円,12000000
2024,古川　裕大,25,捕手,日本ハム,1200万円,12000000
2024,奈良間　大己,23,内野手,日本ハム,1200万円,12000000
2024,吉野　光樹,25,投手,DeNA,1200万円,12000000
2024,松本　凌人,22,投手,DeNA,1200万円,12000000
2024,萩尾　匡也,23,外野手,巨人,1200万円,12000000
2024,佐々木　俊輔,24,外野手,巨人,1200万円,12000000
2024,オコエ　瑠偉,26,外野手,巨人,1200万円,12000000
2024,岩井　俊介,22,投手,ソフトバンク,1200万円,12000000
2024,髙　太一,22,投手,広島,1200万円,12000000
2024,益田　武尚,25,投手,広島,1200万円,12000000
2024,海野　隆司,26,捕手,ソフトバンク,1200万円,12000000
2024,アドゥワ　誠,25,投手,広島,1200万円,12000000
2024,正木　智也,24,外野手,ソフトバンク,1200万円,12000000
2024,渡部　遼人,24,外野手,オリックス,1200万円,12000000
2024,橋本　侑樹,26,投手,中日,1200万円,12000000
2024,大谷　輝龍,23,投手,ロッテ,1200万円,12000000
2024,河村　説人,26,投手,ロッテ,1150万円,11500000
2024,林　晃汰,23,内野手,広島,1150万円,11500000
2024,高野　脩汰,25,投手,ロッテ,1150万円,11500000
2024,森　博人,25,投手,中日,1150万円,11500000
2024,進藤　勇也,22,捕手,日本ハム,1100万円,11000000
2024,小孫　竜二,26,投手,楽天,1100万円,11000000
2024,松尾　汐恩,19,捕手,DeNA,1100万円,11000000
2024,知野　直人,25,内野手,DeNA,1100万円,11000000
2024,元山　飛優,25,内野手,西武,1100万円,11000000
2024,西川　愛也,24,外野手,西武,1100万円,11000000
2024,長谷川　信哉,21,外野手,西武,1100万円,11000000
2024,武岡　龍世,22,内野手,ヤクルト,1100万円,11000000
2024,八木　彬,26,投手,ロッテ,1100万円,11000000
2024,森木　大智,20,投手,阪神,1100万円,11000000
2024,野村　大樹,23,内野手,ソフトバンク,1070万円,10700000
2024,髙松　渡,24,内野手,西武,1060万円,10600000
2024,山下　輝,24,投手,ヤクルト,1050万円,10500000
2024,生海（甲斐　生海）,23,外野手,ソフトバンク,1050万円,10500000
2024,達　孝太,20,投手,日本ハム,1000万円,10000000
2024,Ｆ．アルバレス,25,投手,中日,1000万円,10000000
2024,小川　一平,26,投手,阪神,1000万円,10000000
2024,岡田　俊哉,32,投手,中日,1000万円,10000000
2024,Ｃ．ロドリゲス,22,内野手,中日,1000万円,10000000
2024,Ｃ．モニエル,22,外野手,中日,1000万円,10000000
2024,又木　鉄平,25,投手,巨人,1000万円,10000000
2024,鍵谷　陽平,33,投手,日本ハム,1000万円,10000000
2024,山田　龍聖,23,投手,巨人,1000万円,10000000
2024,泉口　友汰,24,内野手,巨人,1000万円,10000000
2024,中村　祐太,28,投手,西武,1000万円,10000000
2024,岡田　雅利,34,捕手,西武,1000万円,10000000
2024,Ｅ．ルシアーノ,24,投手,巨人,1000万円,10000000
2024,風間　球打,20,投手,ソフトバンク,1000万円,10000000
2024,村田　賢一,22,投手,ソフトバンク,1000万円,10000000
2024,澤柳　亮太郎,24,投手,ソフトバンク,1000万円,10000000
2024,前田　悠伍,18,投手,ソフトバンク,1000万円,10000000
2024,滝田　一希,22,投手,広島,1000万円,10000000
2024,柴田　大地,26,投手,ヤクルト,1000万円,10000000
2024,廣瀨　隆太,22,内野手,ソフトバンク,1000万円,10000000
2024,リチャード（砂川　リチャード）,24,内野手,ソフトバンク,1000万円,10000000
2024,石原　貴規,26,捕手,広島,1000万円,10000000
2024,梅津　晃大,27,投手,中日,1000万円,10000000
2024,椎葉　剛,22,投手,阪神,1000万円,10000000
2024,鈴木　勇斗,24,投手,阪神,1000万円,10000000
2024,弓削　隼人,29,投手,楽天,980万円,9800000
2024,宮森　智志,25,投手,楽天,980万円,9800000
2024,山野辺　翔,29,内野手,西武,970万円,9700000
2024,富田　蓮,22,投手,阪神,950万円,9500000
2024,石垣　雅海,25,内野手,中日,950万円,9500000
2024,水野　達稀,23,内野手,日本ハム,950万円,9500000
2024,高田　孝一,25,投手,楽天,950万円,9500000
2024,糸川　亮太,25,投手,西武,950万円,9500000
2024,福永　奨,24,捕手,オリックス,950万円,9500000
2024,松本　直樹,30,捕手,ヤクルト,950万円,9500000
2024,澤井　廉,23,外野手,ヤクルト,950万円,9500000
2024,宮内　春輝,27,投手,日本ハム,930万円,9300000
2024,細川　凌平,21,内野手,日本ハム,920万円,9200000
2024,徳山　壮磨,24,投手,DeNA,910万円,9100000
2024,小園　健太,20,投手,DeNA,910万円,9100000
2024,生田目　翼,29,投手,日本ハム,900万円,9000000
2024,辻本　倫太郎,22,内野手,中日,900万円,9000000
2024,宮崎　一樹,22,外野手,日本ハム,900万円,9000000
2024,伊藤　茉央,23,投手,楽天,900万円,9000000
2024,平良　竜哉,25,内野手,楽天,900万円,9000000
2024,宮澤　太成,24,投手,西武,900万円,9000000
2024,岡田　悠希,24,外野手,巨人,900万円,9000000
2024,尾形　崇斗,24,投手,ソフトバンク,900万円,9000000
2024,山野　太一,25,投手,ヤクルト,900万円,9000000
2024,石原　勇輝,22,投手,ヤクルト,900万円,9000000
2024,井上　朋也,21,内野手,ソフトバンク,900万円,9000000
2024,金久保　優斗,24,投手,ヤクルト,900万円,9000000
2024,杉澤　龍,23,外野手,オリックス,900万円,9000000
2024,北村　恵吾,23,内野手,ヤクルト,900万円,9000000
2024,宇草　孔基,26,外野手,広島,900万円,9000000
2024,郡　拓也,25,捕手,日本ハム,880万円,8800000
2024,三好　大倫,26,外野手,中日,860万円,8600000
2024,福田　光輝,26,内野手,日本ハム,860万円,8600000
2024,津留﨑　大成,26,投手,楽天,860万円,8600000
2024,上田　洸太朗,21,投手,中日,857万円,8570000
2024,北浦　竜次,24,投手,日本ハム,850万円,8500000
2024,前川　右京,20,外野手,阪神,850万円,8500000
2024,板山　祐太郎,30,外野手,中日,850万円,8500000
2024,石上　泰輝,22,内野手,DeNA,850万円,8500000
2024,吉野　創士,20,外野手,楽天,850万円,8500000
2024,阪口　皓亮,24,投手,ヤクルト,850万円,8500000
2024,岡留　英貴,24,投手,阪神,840万円,8400000
2024,井上　広大,22,外野手,阪神,840万円,8400000
2024,渡邉　陸,23,捕手,ソフトバンク,830万円,8300000
2024,西垣　雅矢,24,投手,楽天,820万円,8200000
2024,渡邉　勇太朗,23,投手,西武,820万円,8200000
2024,大曲　錬,25,投手,西武,820万円,8200000
2024,榮枝　裕貴,25,捕手,阪神,800万円,8000000
2024,大下　誠一郎,26,内野手,ロッテ,800万円,8000000
2024,松井　友飛,24,投手,楽天,800万円,8000000
2024,林　優樹,22,投手,楽天,800万円,8000000
2024,田中　貴也,31,捕手,楽天,800万円,8000000
2024,山村　崇嘉,21,内野手,西武,800万円,8000000
2024,山田　遥楓,27,内野手,楽天,800万円,8000000
2024,Ｅ．ラモス,26,投手,巨人,800万円,8000000
2024,松本　晴,23,投手,ソフトバンク,800万円,8000000
2024,大山　凌,22,投手,ソフトバンク,800万円,8000000
2024,吉田　賢吾,23,捕手,ソフトバンク,800万円,8000000
2024,高橋　昂也,25,投手,広島,800万円,8000000
2024,長谷部　銀次,25,投手,広島,800万円,8000000
2024,斉藤　優汰,19,投手,広島,800万円,8000000
2024,イヒネ　イツア,19,内野手,ソフトバンク,800万円,8000000
2024,池田　陵真,20,外野手,オリックス,800万円,8000000
2024,韮澤　雄也,22,内野手,広島,800万円,8000000
2024,三ツ俣　大樹,31,内野手,ヤクルト,800万円,8000000
2024,井口　和朋,30,投手,オリックス,800万円,8000000
2024,岡田　明丈,30,投手,広島,800万円,8000000
2024,門別　啓人,19,投手,阪神,800万円,8000000
2024,櫻井　周斗,24,投手,楽天,790万円,7900000
2024,橋本　達弥,23,投手,DeNA,780万円,7800000
2024,石田　裕太郎,22,投手,DeNA,780万円,7800000
2024,黒川　史陽,22,内野手,楽天,780万円,7800000
2024,井上　絢登,24,内野手,DeNA,780万円,7800000
2024,石森　大誠,26,投手,中日,780万円,7800000
2024,梅林　優貴,26,捕手,日本ハム,770万円,7700000
2024,長谷川　威展,24,投手,ソフトバンク,770万円,7700000
2024,中川　虎大,24,投手,DeNA,760万円,7600000
2024,来田　涼斗,21,外野手,オリックス,760万円,7600000
2024,石黒　佑弥,22,投手,阪神,750万円,7500000
2024,土肥　星也,28,投手,ロッテ,750万円,7500000
2024,豊田　寛,26,外野手,阪神,750万円,7500000
2024,浜屋　将太,25,投手,西武,750万円,7500000
2024,豆田　泰志,21,投手,西武,750万円,7500000
2024,梶原　昂希,24,外野手,DeNA,750万円,7500000
2024,古川　雄大,19,外野手,西武,750万円,7500000
2024,横山　楓,26,投手,オリックス,750万円,7500000
2024,長谷川　宙輝,25,投手,ヤクルト,750万円,7500000
2024,中村　奨成,24,外野手,広島,750万円,7500000
2024,三浦　銀二,24,投手,DeNA,740万円,7400000
2024,宮城　滝太,23,投手,DeNA,740万円,7400000
2024,代木　大和,20,投手,巨人,730万円,7300000
2024,堀内　謙伍,26,捕手,楽天,730万円,7300000
2024,滝澤　夏央,20,内野手,西武,730万円,7300000
2024,土生　翔太,23,投手,中日,720万円,7200000
2024,津田　淳哉,22,投手,阪神,720万円,7200000
2024,加藤　竜馬,24,投手,中日,720万円,7200000
2024,小沼　健太,25,投手,巨人,720万円,7200000
2024,森　遼大朗,24,投手,ロッテ,700万円,7000000
2024,田中　瑛斗,24,投手,日本ハム,700万円,7000000
2024,田宮　裕涼,23,捕手,日本ハム,700万円,7000000
2024,松田　啄磨,22,投手,楽天,700万円,7000000
2024,山田　陽翔,19,投手,西武,700万円,7000000
2024,杉山　遙希,18,投手,西武,700万円,7000000
2024,中島　大輔,22,外野手,楽天,700万円,7000000
2024,古市　尊,21,捕手,西武,700万円,7000000
2024,武藤　敦貴,22,外野手,楽天,700万円,7000000
2024,戸田　懐生,23,投手,巨人,700万円,7000000
2024,村田　怜音,22,内野手,西武,700万円,7000000
2024,伊藤　優輔,27,投手,巨人,700万円,7000000
2024,高木　渉,24,外野手,西武,700万円,7000000
2024,髙島　泰都,24,投手,オリックス,700万円,7000000
2024,古田島　成龍,24,投手,オリックス,700万円,7000000
2024,赤塚　健利,22,投手,広島,700万円,7000000
2024,権田　琉成,24,投手,オリックス,700万円,7000000
2024,河野　佳,22,投手,広島,700万円,7000000
2024,尾仲　祐哉,29,投手,ヤクルト,700万円,7000000
2024,内間　拓馬,25,投手,広島,700万円,7000000
2024,横山　聖哉,18,内野手,オリックス,700万円,7000000
2024,丸山　翔大,25,投手,ヤクルト,700万円,7000000
2024,赤羽　由紘,23,内野手,ヤクルト,700万円,7000000
2024,田村　俊介,20,外野手,広島,700万円,7000000
2024,中村　貴浩,23,外野手,広島,700万円,7000000
2024,渡邊　佑樹,28,投手,ソフトバンク,700万円,7000000
2024,元　謙太,21,外野手,オリックス,680万円,6800000
2024,濱　将乃介,23,外野手,中日,673万円,6730000
2024,福元　悠真,24,外野手,中日,670万円,6700000
2024,井上　温大,22,投手,巨人,670万円,6700000
2024,山瀬　慎之助,22,捕手,巨人,670万円,6700000
2024,堀岡　隼人,25,投手,DeNA,670万円,6700000
2024,西村　瑠伊斗,19,内野手,ヤクルト,670万円,6700000
2024,松井　颯,23,投手,巨人,660万円,6600000
2024,牧野　翔矢,23,捕手,西武,660万円,6600000
2024,田中　幹也,23,内野手,中日,655万円,6550000
2024,吉川　雄大,27,投手,楽天,650万円,6500000
2024,中川　颯,25,投手,DeNA,650万円,6500000
2024,成田　晴風,18,投手,西武,650万円,6500000
2024,黒田　将矢,20,投手,西武,650万円,6500000
2024,野田　海人,19,捕手,西武,650万円,6500000
2024,九鬼　隆平,25,捕手,DeNA,650万円,6500000
2024,Ｅ．ウレーニャ,24,内野手,巨人,650万円,6500000
2024,川野　涼多,22,内野手,西武,650万円,6500000
2024,木村　光,23,投手,ソフトバンク,650万円,6500000
2024,田上　奏大,21,投手,ソフトバンク,650万円,6500000
2024,中村　亮太,25,投手,ソフトバンク,650万円,6500000
2024,味谷　大誠,20,捕手,中日,640万円,6400000
2024,菊田　拡和,22,内野手,巨人,640万円,6400000
2024,笹川　吉康,21,外野手,ソフトバンク,640万円,6400000
2024,有薗　直輝,20,内野手,日本ハム,630万円,6300000
2024,堀田　賢慎,22,投手,巨人,630万円,6300000
2024,喜多　隆介,25,捕手,巨人,630万円,6300000
2024,勝又　温史,23,外野手,DeNA,620万円,6200000
2024,萩原　哲,25,捕手,巨人,620万円,6200000
2024,山浅　龍之介,19,捕手,中日,610万円,6100000
2024,石田　隼都,20,投手,巨人,610万円,6100000
2024,木村　優人,18,投手,ロッテ,600万円,6000000
2024,山田　脩也,18,内野手,阪神,600万円,6000000
2024,髙寺　望夢,21,内野手,阪神,600万円,6000000
2024,井坪　陽生,19,外野手,阪神,600万円,6000000
2024,森山　暁生,19,投手,中日,600万円,6000000
2024,松岡　洸希,23,投手,日本ハム,600万円,6000000
2024,孫　易磊,19,投手,日本ハム,600万円,6000000
2024,坂井　陽翔,18,投手,楽天,600万円,6000000
2024,羽田　慎之介,20,投手,西武,600万円,6000000
2024,東妻　純平,22,捕手,DeNA,600万円,6000000
2024,齋藤　響介,19,投手,オリックス,600万円,6000000
2024,ブランドン タイシンガー　ブランドン　大河）,25,内野手,西武,600万円,6000000
2024,前　佑囲斗,22,投手,オリックス,600万円,6000000
2024,東松　快征,18,投手,オリックス,600万円,6000000
2024,河内　康介,18,投手,オリックス,600万円,6000000
2024,藤田　悠太郎,18,捕手,ソフトバンク,600万円,6000000
2024,内藤　鵬,19,内野手,オリックス,600万円,6000000
2024,大竹　風雅,24,投手,ソフトバンク,600万円,6000000
2024,内田　湘大,19,内野手,広島,600万円,6000000
2024,増田　珠,24,内野手,ヤクルト,600万円,6000000
2024,久保　修,23,外野手,広島,600万円,6000000
2024,近藤　弘樹,28,投手,ヤクルト,600万円,6000000
2024,田中　晴也,19,投手,ロッテ,600万円,6000000
2024,福田　幸之介,18,投手,中日,600万円,6000000
2024,竹山　日向,20,投手,ヤクルト,580万円,5800000
2024,福島　章太,21,投手,中日,575万円,5750000
2024,西巻　賢二,24,内野手,DeNA,570万円,5700000
2024,川原田　純平,21,内野手,ソフトバンク,570万円,5700000
2024,早坂　響,18,投手,ロッテ,560万円,5600000
2024,松本　隆之介,21,投手,DeNA,560万円,5600000
2024,益子　京右,23,捕手,DeNA,560万円,5600000
2024,武田　陸玖,18,外野手,DeNA,560万円,5600000
2024,粟飯原　龍之介,20,内野手,DeNA,560万円,5600000
2024,小深田　大地,21,内野手,DeNA,560万円,5600000
2024,秋山　正雲,20,投手,ロッテ,560万円,5600000
2024,阪口　樂,20,内野手,日本ハム,550万円,5500000
2024,日當　直喜,18,投手,楽天,550万円,5500000
2024,泰　勝利,20,投手,楽天,550万円,5500000
2024,ワォーターズ　璃海ジュミル,18,内野手,楽天,550万円,5500000
2024,前田　銀治,20,外野手,楽天,550万円,5500000
2024,木村　大成,20,投手,ソフトバンク,550万円,5500000
2024,牧原　巧汰,21,捕手,ソフトバンク,550万円,5500000
2024,仲三河　優太,21,外野手,西武,550万円,5500000
2024,小林　樹斗,21,投手,広島,550万円,5500000
2024,持丸　泰輝,22,捕手,広島,550万円,5500000
2024,鈴木　叶,18,捕手,ヤクルト,550万円,5500000
2024,畔柳　亨丞,20,投手,日本ハム,540万円,5400000
2024,松浦　慶斗,20,投手,日本ハム,540万円,5400000
2024,星野　真生,20,内野手,中日,540万円,5400000
2024,水谷　瞬,23,外野手,日本ハム,540万円,5400000
2024,小森　航大郎,20,内野手,ヤクルト,540万円,5400000
2024,安西　叶翔,19,投手,日本ハム,530万円,5300000
2024,明瀬　諒介,18,内野手,日本ハム,530万円,5300000
2024,星野　ひので,18,外野手,日本ハム,530万円,5300000
2024,森下　瑠大,19,投手,DeNA,530万円,5300000
2024,入江　大樹,21,内野手,楽天,530万円,5300000
2024,中川　勇斗,20,捕手,阪神,520万円,5200000
2024,坂本　拓己,19,投手,ヤクルト,520万円,5200000
2024,加藤　翼,21,投手,中日,515万円,5150000
2024,垣越　建伸,23,投手,中日,514万円,5140000
2024,髙田　琢登,21,投手,DeNA,510万円,5100000
2024,石川　翔,24,投手,中日,501万円,5010000
2024,茨木　秀俊,19,投手,阪神,500万円,5000000
2024,植田　将太,26,捕手,ロッテ,500万円,5000000
2024,寺地　隆成,18,捕手,ロッテ,500万円,5000000
2024,藤田　健斗,22,捕手,阪神,500万円,5000000
2024,戸井　零士,19,内野手,阪神,500万円,5000000
2024,遠藤　成,22,内野手,阪神,500万円,5000000
2024,金田　優太,19,内野手,ロッテ,500万円,5000000
2024,百﨑　蒼生,18,内野手,阪神,500万円,5000000
2024,佐藤　蓮,25,投手,阪神,500万円,5000000
2024,深沢　鳳介,20,投手,DeNA,500万円,5000000
2024,大内　誠弥,18,投手,楽天,500万円,5000000
2024,石原　彪,25,捕手,楽天,500万円,5000000
2024,青野　拓海,18,内野手,楽天,500万円,5000000
2024,清宮　虎多朗,23,投手,楽天,500万円,5000000
2024,粟津　凱士,27,投手,西武,500万円,5000000
2024,伊藤　翔,25,投手,西武,500万円,5000000
2024,上間　永遠,23,投手,西武,500万円,5000000
2024,井上　広輝,22,投手,西武,500万円,5000000
2024,Ｊ．ティマ,19,外野手,巨人,500万円,5000000
2024,大野　稼頭央,19,投手,ソフトバンク,500万円,5000000
2024,堀　柊那,18,捕手,オリックス,500万円,5000000
2024,大里　昂生,24,内野手,オリックス,500万円,5000000
2024,清水　叶人,19,捕手,広島,500万円,5000000
2024,髙木　翔斗,20,捕手,広島,500万円,5000000
2024,仲田　侑仁,18,内野手,広島,500万円,5000000
2024,二俣　翔一,21,内野手,広島,500万円,5000000
2024,小野　泰己,29,投手,オリックス,500万円,5000000
2024,香月　一也,27,内野手,オリックス,500万円,5000000
2024,平野　大和,22,外野手,オリックス,500万円,5000000
2024,藤井　黎來,24,投手,広島,500万円,5000000
2024,竹内　龍臣,22,投手,中日,491万円,4910000
2024,近藤　廉,25,投手,中日,490万円,4900000
2024,樋口　正修,25,内野手,中日,476万円,4760000
2024,齊藤　大将,28,投手,西武,470万円,4700000
2024,赤上　優人,25,投手,西武,470万円,4700000
2024,小林　珠維,22,投手,ソフトバンク,470万円,4700000
2024,山本　大斗,21,外野手,ロッテ,460万円,4600000
2024,片山　雄哉,29,捕手,阪神,450万円,4500000
2024,水上　桂,22,捕手,楽天,450万円,4500000
2024,花田　侑樹,20,投手,巨人,450万円,4500000
2024,日髙　暖己,19,投手,広島,450万円,4500000
2024,上野　響平,22,内野手,オリックス,450万円,4500000
2024,岩田　将貴,25,投手,阪神,440万円,4400000
2024,柿木　蓮,23,投手,日本ハム,440万円,4400000
2024,上甲　凌大,23,捕手,DeNA,440万円,4400000
2024,富田　龍,24,投手,巨人,430万円,4300000
2024,山﨑　友輔,25,投手,巨人,430万円,4300000
2024,沼田　翔平,23,投手,ヤクルト,430万円,4300000
2024,古谷　拓郎,23,投手,ロッテ,420万円,4200000
2024,野口　恭佑,23,外野手,阪神,420万円,4200000
2024,川原　陸,23,投手,阪神,420万円,4200000
2024,辰見　鴻之介,23,内野手,楽天,420万円,4200000
2024,京本　眞,20,投手,巨人,420万円,4200000
2024,加藤　廉,25,内野手,巨人,420万円,4200000
2024,鈴木　大和,24,外野手,巨人,420万円,4200000
2024,亀田　啓太,24,捕手,巨人,410万円,4100000
2024,三浦　克也,22,投手,巨人,400万円,4000000
2024,木下　幹也,21,投手,巨人,400万円,4000000
2024,前田　研輝,25,捕手,巨人,400万円,4000000
2024,宇都宮　葵星,19,内野手,巨人,400万円,4000000
2024,Ｖ．ロペス,24,投手,西武,400万円,4000000
2024,三浦　大輝,23,投手,西武,400万円,4000000
2024,シンクレア （シンクレア　ジョセフ　孝ノ助）,22,投手,西武,400万円,4000000
2024,平山　功太,20,外野手,巨人,400万円,4000000
2024,是澤　涼輔,23,捕手,西武,400万円,4000000
2024,モンテル（日隈　モンテル）,24,外野手,西武,400万円,4000000
2024,ジョセフ（宮本　ジョセフ　拳）,25,外野手,西武,400万円,4000000
2024,Ａ．ガルシア,23,外野手,西武,400万円,4000000
2024,奥村　光一,24,外野手,西武,400万円,4000000
2024,佐藤　宏樹,25,投手,ソフトバンク,400万円,4000000
2024,宮里　優吾,22,投手,ソフトバンク,400万円,4000000
2024,星野　恒太朗,22,投手,ソフトバンク,400万円,4000000
2024,三浦　瑞樹,24,投手,ソフトバンク,400万円,4000000
2024,藤田　淳平,23,投手,ソフトバンク,400万円,4000000
2024,佐藤　琢磨,24,投手,ソフトバンク,400万円,4000000
2024,水口　創太,24,投手,ソフトバンク,400万円,4000000
2024,宮﨑　颯,23,投手,ソフトバンク,400万円,4000000
2024,前田　純,23,投手,ソフトバンク,400万円,4000000
2024,嘉手苅　浩太,21,投手,ヤクルト,400万円,4000000
2024,仲田　慶介,24,内野手,ソフトバンク,400万円,4000000
2024,西尾　歩真,23,内野手,ソフトバンク,400万円,4000000
2024,大泉　周也,24,外野手,ソフトバンク,400万円,4000000
2024,緒方　理貢,25,外野手,ソフトバンク,400万円,4000000
2024,川村　友斗,24,外野手,ソフトバンク,400万円,4000000
2024,山本　恵大,24,外野手,ソフトバンク,400万円,4000000
2024,重松　凱人,23,外野手,ソフトバンク,400万円,4000000
2024,笠島　尚樹,21,投手,巨人,390万円,3900000
2024,川嵜　陽仁,20,投手,巨人,390万円,3900000
2024,岡本　大翔,21,内野手,巨人,390万円,3900000
2024,笹原　操希,20,外野手,巨人,390万円,3900000
2024,田村　朋輝,19,投手,巨人,380万円,3800000
2024,吉村　優聖歩,19,投手,巨人,380万円,3800000
2024,森本　哲星,19,投手,巨人,380万円,3800000
2024,鴨打　瑛二,20,投手,巨人,380万円,3800000
2024,大津　綾也,20,捕手,巨人,380万円,3800000
2024,中田　歩夢,19,内野手,巨人,380万円,3800000
2024,相澤　白虎,19,内野手,巨人,380万円,3800000
2024,北村　流音,19,内野手,巨人,380万円,3800000
2024,大城　元,19,外野手,巨人,380万円,3800000
2024,坂本　勇人,21,捕手,巨人,370万円,3700000
2024,三塚　琉生,19,外野手,巨人,370万円,3700000
2024,千葉　隆広,18,投手,巨人,360万円,3600000
2024,園田　純規,18,投手,巨人,360万円,3600000
2024,小峯　新陸,22,投手,楽天,360万円,3600000
2024,村山　源,18,内野手,巨人,360万円,3600000
2024,田上　優弥,18,内野手,巨人,360万円,3600000
2024,舟越　秀虎,22,外野手,巨人,360万円,3600000
2024,大城　真乃,21,投手,ソフトバンク,360万円,3600000
2024,井﨑　燦志郎,20,投手,ソフトバンク,360万円,3600000
2024,藤原　大翔,18,投手,ソフトバンク,360万円,3600000
2024,村上　舜,22,投手,ソフトバンク,360万円,3600000
2024,ハモンド （田中　怜利　ハモンド）,20,投手,ソフトバンク,360万円,3600000
2024,加藤　洸稀,20,投手,ソフトバンク,360万円,3600000
2024,山崎　琢磨,20,投手,ソフトバンク,360万円,3600000
2024,瀧本　将生,20,投手,ソフトバンク,360万円,3600000
2024,赤羽　蓮,19,投手,ソフトバンク,360万円,3600000
2024,長水　啓眞,18,投手,ソフトバンク,360万円,3600000
2024,内野　海斗,19,投手,ソフトバンク,360万円,3600000
2024,岡植　純平,19,投手,ソフトバンク,360万円,3600000
2024,佐々木　明都,19,投手,ソフトバンク,360万円,3600000
2024,飛田　悠成,19,投手,ソフトバンク,360万円,3600000
2024,石塚　綜一郎,22,捕手,ソフトバンク,360万円,3600000
2024,加藤　晴空,20,捕手,ソフトバンク,360万円,3600000
2024,盛島　稜大,19,捕手,ソフトバンク,360万円,3600000
2024,藤野　恵音,20,内野手,ソフトバンク,360万円,3600000
2024,桑原　秀侍,21,内野手,ソフトバンク,360万円,3600000
2024,伊藤　大将,22,内野手,ソフトバンク,360万円,3600000
2024,佐倉　俠史朗,18,内野手,ソフトバンク,360万円,3600000
2024,勝連　大稀,22,内野手,ソフトバンク,360万円,3600000
2024,中澤　恒貴,18,内野手,ソフトバンク,360万円,3600000
2024,佐久間　拓斗,20,内野手,ソフトバンク,360万円,3600000
2024,三代　祥貴,20,内野手,ソフトバンク,360万円,3600000
2024,山下　恭吾,19,内野手,ソフトバンク,360万円,3600000
2024,佐藤　航太,19,外野手,ソフトバンク,360万円,3600000
2024,坂田　怜,24,投手,広島,350万円,3500000
2024,新家　颯,20,投手,広島,350万円,3500000
2024,木下　元秀,22,外野手,オリックス,350万円,3500000
2024,前川　誠太,20,内野手,広島,350万円,3500000
2024,名原　典彦,23,外野手,広島,350万円,3500000
2024,草野　陽斗,19,投手,DeNA,340万円,3400000
2024,清水　麻成,18,投手,DeNA,340万円,3400000
2024,Ｗ．モロン,23,投手,DeNA,340万円,3400000
2024,渡辺　明貴,24,投手,DeNA,340万円,3400000
2024,Ｈ．マルセリーノ,21,投手,DeNA,340万円,3400000
2024,今野　瑠斗,19,投手,DeNA,340万円,3400000
2024,Ｙ．ディアス,24,投手,DeNA,340万円,3400000
2024,Ａ．マルティネス,21,投手,DeNA,340万円,3400000
2024,庄司　陽斗,22,投手,DeNA,340万円,3400000
2024,近藤　大雅,18,捕手,DeNA,340万円,3400000
2024,蓮（鈴木　蓮）,19,内野手,DeNA,340万円,3400000
2024,小笠原　蒼,18,内野手,DeNA,340万円,3400000
2024,高見澤　郁魅,18,内野手,DeNA,340万円,3400000
2024,村川　凪,25,外野手,DeNA,340万円,3400000
2024,松木平　優太,21,投手,中日,339万円,3390000
2024,福島　蓮,20,投手,日本ハム,330万円,3300000
2024,柳川　大晟,20,投手,日本ハム,330万円,3300000
2024,辻　大雅,19,投手,広島,325万円,3250000
2024,野村　和輝,20,内野手,西武,320万円,3200000
2024,金子　功児,20,内野手,西武,320万円,3200000
2024,岩田　幸宏,26,外野手,ヤクルト,320万円,3200000
2024,松原　快,24,投手,阪神,300万円,3000000
2024,伊藤　稜,24,投手,阪神,300万円,3000000
2024,福島　圭音,22,外野手,阪神,300万円,3000000
2024,野中　天翔,19,投手,中日,300万円,3000000
2024,菊田　翔友,20,投手,中日,300万円,3000000
2024,日渡　騰輝,19,捕手,中日,300万円,3000000
2024,川上　理偉,23,内野手,中日,300万円,3000000
2024,尾田　剛樹,23,外野手,中日,300万円,3000000
2024,王　彦程,23,投手,楽天,300万円,3000000
2024,Ａ．アルメンタ,19,投手,ソフトバンク,300万円,3000000
2024,Ｍ．フェリックス,24,投手,ソフトバンク,300万円,3000000
2024,Ｌ．ロドリゲス,22,投手,ソフトバンク,300万円,3000000
2024,杉田　健,22,投手,広島,300万円,3000000
2024,Ｄ．サルディ,18,投手,ソフトバンク,300万円,3000000
2024,下　慎之介,21,投手,ヤクルト,300万円,3000000
2024,佐藤　啓介,22,内野手,広島,300万円,3000000
2024,橋本　星哉,23,捕手,ヤクルト,300万円,3000000
2024,フェリペ （木須　フェリペ）,24,捕手,ヤクルト,300万円,3000000
2024,Ｄ．アルモンテ,16,内野手,ソフトバンク,300万円,3000000
2024,Ｍ．シモン,19,外野手,ソフトバンク,300万円,3000000
2024,Ｊ．オスーナ,17,外野手,ソフトバンク,300万円,3000000
